sample_id	ancestral_000	ancestral_001	ancestral_002	ancestral_003	ancestral_004	ancestral_005	ancestral_006	ancestral_007	ancestral_008	ancestral_009	ancestral_010	ancestral_011	ancestral_012	ancestral_013	ancestral_014	ancestral_015	ancestral_016	ancestral_017	ancestral_018	ancestral_019	ancestral_020	ancestral_021	ancestral_022	ancestral_023	ancestral_024	ancestral_025	ancestral_026	ancestral_027	ancestral_028	ancestral_029	ancestral_030	ancestral_031	ancestral_032	ancestral_033	ancestral_034	ancestral_035	ancestral_036	ancestral_037	ancestral_038	ancestral_039	ancestral_040	ancestral_041	ancestral_042	ancestral_043	ancestral_044	ancestral_045	ancestral_046	ancestral_047	ancestral_048	ancestral_049	ancestral_050	ancestral_051	ancestral_052	ancestral_053	ancestral_054	ancestral_055	ancestral_056	ancestral_057	ancestral_058	ancestral_059	ancestral_060	ancestral_061	ancestral_062	ancestral_063	ancestral_064	ancestral_065	ancestral_066	ancestral_067	ancestral_068	ancestral_069	ancestral_070	ancestral_071	ancestral_072	ancestral_073	ancestral_074	ancestral_075	ancestral_076	ancestral_077	ancestral_078	ancestral_079	ancestral_080	ancestral_081	ancestral_082	ancestral_083	ancestral_084	ancestral_085	ancestral_086	ancestral_087	ancestral_088	ancestral_089	ancestral_090	ancestral_091	ancestral_092	ancestral_093	ancestral_094	ancestral_095	ancestral_096	ancestral_097	ancestral_098	ancestral_099
wave2a_h_by_b__c0054__sb0011__g100	0.012923656	0.005771093	0.000206921	5.1225e-05	0.009092347	0.024358564	0.027750904	0.019180427	0.000548725	0.007297986	0.062054112	0.000165969	0.005980241	0.000612045	0.001654816	0.000244193	0.000253849	0.009715435	5.1815e-05	5.2294e-05	0.013662225	0.04826508	0.004290854	0.01505475	0.000102218	0.00294783	0.005465952	0.002925944	0.000155304	0.001248994	0.05712677	0.000761959	0.001930393	0.002278402	0.000180272	0.000911777	0.008597904	0.000259363	0.01283594	5.119e-05	5.1435e-05	0.000205862	5.134e-05	0.034308531	0.000279569	7.7767e-05	5.1013e-05	0.00010714	0.001422961	0.00032094	0.084570418	5.4623e-05	0.000345231	0.000471821	6.9306e-05	0.063914601	0.000330241	0.005461226	0.008341554	0.045663678	6.6606e-05	0.001511011	0.002384147	0.000536382	0.059460891	0.000147569	0.004372448	0.007665454	0.000992449	0.002016586	0.040916002	0.007875926	0.002075631	0.002465223	5.102e-05	0.001869905	0.000293073	0.000102654	0.001697247	0.0178302	0.086949875	0.00355032	0.000111178	0.00049503	0.012733248	0.008219947	0.006700899	0.005733165	0.062528292	0.000151715	0.000747708	0.005549508	0.010553544	0.002236257	0.004851796	0.006057946	0.005250217	0.000153104	0.009874453	0.000102379
wave2a_h_by_b__c0054__sb0012__g100	0.011450486	0.005792261	0.000308618	5.1041e-05	0.01268389	0.024234717	0.027706944	0.030831392	0.001540172	0.002603137	0.041478945	0.00082183	0.003395192	0.000514233	0.000517529	0.001473447	0.001098869	0.020189055	5.1202e-05	5.2527e-05	0.011649162	0.045465028	0.000625389	0.0196838	0.00011344	5.1398e-05	0.001609945	0.00225279	0.000153737	0.000153852	0.061535285	0.003150624	0.001326396	0.003930585	0.000157268	0.002170393	0.007597852	0.003241142	0.012731709	5.1275e-05	0.000344322	0.000233107	5.1234e-05	0.045189864	0.003588181	5.1329e-05	5.1136e-05	5.1388e-05	0.006178624	0.000258811	0.068228549	0.000982924	0.000280604	0.000713747	5.1144e-05	0.078487879	0.000285167	0.005382086	0.008317722	0.03339248	5.671e-05	0.000502108	0.001319673	0.000960617	0.074232729	0.000177101	0.003797588	0.006941167	0.005369578	0.000184529	0.036733116	0.008880858	0.008863265	0.001222604	5.6288e-05	5.2991e-05	5.1077e-05	0.000514278	0.005626867	0.015308669	0.076814288	0.004098305	0.000105364	0.000209216	0.010296778	0.003200775	0.004841862	0.004793986	0.063007405	0.000764002	0.000307323	0.006195061	0.005945431	0.003931299	0.003622562	0.002892729	0.002072813	0.000179366	0.0191501	0.000152667
wave2a_h_by_b__c0055__sb0001__g100	0.008156385	0.001705561	0.000110753	0.000267493	0.014347143	0.023395141	0.013351597	0.02194827	0.000405704	0.001985997	0.05079115	0.001436909	0.004890702	0.001204757	0.000153601	0.00216267	0.00020436	0.01240769	0.000693046	5.1112e-05	0.012501422	0.042137605	0.001051297	0.019353268	0.001205059	9.2276e-05	0.000978287	0.001053796	0.000153433	0.000714763	0.034002406	0.002816936	0.004844548	0.005070072	0.000806043	0.001578083	0.003591129	0.000102099	0.005663	5.1129e-05	0.000142124	0.000224412	5.1204e-05	0.047324325	0.000344768	5.1076e-05	5.1194e-05	5.1133e-05	0.00661737	0.000748876	0.080144615	5.1184e-05	0.000225799	0.000370372	5.1361e-05	0.073390856	0.000102218	0.006518026	0.011926432	0.054552926	5.1127e-05	0.000264916	0.002409845	0.003338806	0.067510479	0.000103118	0.005983204	0.009806189	0.006715833	0.000162701	0.026117507	0.008898129	0.000880561	0.001860103	5.1192e-05	5.1393e-05	5.1386e-05	0.000121522	0.001662822	0.013551802	0.102387485	0.001462487	0.001872275	0.00020272	0.018764343	0.010615794	0.006137627	0.004284265	0.064099054	0.000644178	0.000659932	0.014633708	0.003722618	0.002483969	0.008815613	0.007948856	0.008386968	0.000735893	0.012067201	0.000105416
wave2a_h_by_b__c0055__sb0002__g100	0.004064473	0.007325401	5.1951e-05	5.5719e-05	0.006682416	0.021145739	0.021822647	0.027165841	0.000411142	0.001508565	0.057472978	0.000355714	0.005925793	0.002168791	0.000285215	0.000212857	0.001215009	0.011677027	0.000133083	5.1029e-05	0.006663564	0.039003862	0.003613688	0.017521601	0.000982828	9.3724e-05	0.000430364	0.001961345	0.000313337	0.000677234	0.041056668	0.005729288	0.007915042	0.004312672	0.001960237	0.003823163	0.005046492	0.000773259	0.015527524	5.1723e-05	5.092e-05	0.002462609	5.0996e-05	0.048526901	0.000208445	0.002024058	5.1318e-05	5.5129e-05	0.004112788	0.001130674	0.090323878	0.000501187	0.000471222	0.001328623	5.1179e-05	0.065951603	0.000552317	0.011276765	0.006335485	0.048670835	5.1024e-05	0.000101971	0.002680444	0.000264095	0.06325238	0.000345731	0.006264023	0.009111766	0.001948608	0.001772882	0.032090963	0.008115349	0.003144901	0.001536989	0.000327794	5.4913e-05	5.1109e-05	0.000143904	0.001016454	0.013140095	0.093509146	0.001634847	0.000102792	0.000663275	0.014034788	0.003470541	0.004044727	0.002788336	0.077567327	0.000107989	0.00079645	0.006588319	0.006746985	0.001652045	0.006389779	0.006710029	0.001186306	0.000720395	0.014442332	0.00010226
wave2a_h_by_b__c0055__sb0003__g100	0.011413347	0.007373862	5.1171e-05	5.0916e-05	0.014554682	0.021670281	0.016035953	0.023600019	0.001699594	0.001520649	0.03506914	0.000609464	0.002792107	0.000156653	0.000153284	0.002360985	0.001731212	0.011128081	0.001857296	0.001153843	0.015601616	0.049786649	0.001014601	0.020415794	0.000102809	0.00025355	0.006515687	0.000725866	0.000418888	0.000721965	0.04327159	0.003463294	0.004650356	0.00318831	0.000156342	0.000611702	0.003743659	0.001098369	0.00539141	5.1986e-05	5.1152e-05	0.000683504	5.1372e-05	0.045177447	0.003608812	5.1493e-05	0.000110777	5.2701e-05	0.005979062	0.000102248	0.07005103	0.00093732	0.001780572	0.000367651	5.1103e-05	0.053768818	0.000552825	0.003764943	0.009742097	0.043954267	5.1554e-05	0.000113894	0.004476541	0.002937601	0.070582648	0.000979984	0.00963163	0.011812478	0.00100225	0.000967342	0.044106278	0.00820495	0.001802336	0.002250693	0.00036638	5.118e-05	5.1651e-05	0.000102921	0.002450343	0.01294161	0.087409171	0.00243952	0.00030528	0.000413398	0.012422022	0.00950271	0.004991444	0.008302713	0.0806554	0.001081392	0.000323599	0.014824147	0.005644733	0.003062307	0.011028791	0.005416663	0.005039834	0.000870365	0.013424811	0.00095126
wave2a_h_by_b__c0055__sb0004__g100	0.010341956	0.007137451	5.1234e-05	9.2322e-05	0.011798995	0.018595721	0.024970449	0.0222479	0.00200456	0.002498126	0.051379633	0.000153438	0.003638894	0.000735575	0.003518754	0.002166192	0.003396373	0.01329302	0.000201522	5.1125e-05	0.012725895	0.036689722	0.000580015	0.019412084	0.000308202	5.9738e-05	0.002411649	0.004323956	0.000155094	0.000171458	0.065787996	0.001560555	0.002621459	0.001255731	0.000897467	0.002422923	0.005301166	0.000102106	0.007365481	6.9541e-05	5.1298e-05	0.001607938	0.00085447	0.044827873	0.000642611	0.000142693	6.5714e-05	5.0888e-05	0.005826926	0.000102992	0.089596566	0.001692263	0.000295448	0.003432351	6.1376e-05	0.067403778	0.000304895	0.005245705	0.012014969	0.033222235	5.173e-05	0.000102635	0.004692188	0.00040578	0.074417552	0.001200929	0.007706801	0.008654876	0.00284146	0.001795322	0.033417607	0.005641088	0.005318953	0.005830643	0.001147895	5.1082e-05	5.1016e-05	0.000234547	0.000841429	0.010748913	0.094166991	0.001069256	0.000102749	0.000622222	0.015045431	0.007103853	0.004603592	0.007282287	0.055486224	0.000566272	0.000250878	0.004934738	0.005517735	0.002775923	0.006167239	0.004072748	0.001904809	0.000428569	0.0127056	0.000101971
wave2a_h_by_b__c0055__sb0005__g100	0.005946253	0.005275246	5.4858e-05	5.1235e-05	0.00750106	0.025806318	0.022547562	0.019234041	0.00189356	0.000423689	0.057170125	0.000194563	0.007794935	0.000245505	0.001465178	0.002243553	0.000204412	0.006737743	5.1374e-05	5.5143e-05	0.007225949	0.047931753	0.000359568	0.032699739	0.000567949	5.5086e-05	0.006050741	0.004020685	0.00024493	0.00110381	0.046287874	0.003114251	0.004987935	0.002833368	0.000153844	0.001354845	0.007539832	0.001138069	0.007948998	0.000920121	5.1084e-05	0.001117147	0.000762736	0.04640261	0.000655394	6.9428e-05	5.9542e-05	0.000253511	0.006090092	0.000102026	0.074948879	5.4276e-05	0.002331141	0.002448258	5.1519e-05	0.069635849	0.000101982	0.005171668	0.010884893	0.04544136	5.1322e-05	0.000102219	0.010589697	0.001440452	0.056536273	0.000102418	0.002138031	0.011010472	0.003938402	0.000153378	0.028764075	0.011717685	0.001563548	0.00274037	0.000146145	5.1106e-05	5.1158e-05	0.000102429	0.002514352	0.014488094	0.100516881	0.001113637	0.000103015	0.000694677	0.017767632	0.00454283	0.006702932	0.003374205	0.058664971	0.000102503	0.000554859	0.01189616	0.005090953	0.005420151	0.007782003	0.003737821	0.00182577	0.000913824	0.012821677	0.000102778
wave2a_h_by_b__c0055__sb0006__g100	0.01110286	0.012405438	5.9534e-05	5.1081e-05	0.012706159	0.016460437	0.020175488	0.024861697	0.00274745	0.00304331	0.03711823	0.000156684	0.007966734	0.000257628	0.000263	0.00231353	0.000334931	0.017226539	5.1362e-05	5.0914e-05	0.00635805	0.047379537	0.002501181	0.018052446	0.000104011	0.000216221	0.003377255	0.002085599	0.000153611	0.000171865	0.045466972	0.003262822	0.001552358	0.000835934	0.000429217	0.007303739	0.004971558	0.000111571	0.011123438	5.2179e-05	5.118e-05	0.00025495	0.00050195	0.036453813	0.000204396	5.2915e-05	5.4234e-05	0.000862412	0.004663105	0.000102576	0.092311503	0.000848105	0.002581825	0.0006227	5.1186e-05	0.065663645	0.000216006	0.00288854	0.017449423	0.03498632	5.1099e-05	0.000102477	0.008170975	0.001047638	0.056608181	0.001327301	0.004867051	0.012657971	0.000526943	0.002080132	0.034394914	0.006777458	0.00697519	0.003523075	5.1384e-05	5.1188e-05	5.1224e-05	0.000103243	0.001675865	0.016799786	0.093143133	0.000660462	0.000111082	0.000706189	0.01396695	0.011020269	0.005488816	0.006601613	0.072904195	0.000111212	0.000715496	0.005003089	0.005002879	0.003142919	0.002555099	0.002273048	0.006566629	0.000449566	0.025903907	0.000146998
wave2a_h_by_b__c0055__sb0007__g100	0.006474809	0.004946149	0.00243973	5.1389e-05	0.020849355	0.01810912	0.021692636	0.021085967	0.002095651	0.002783804	0.044655198	0.000801124	0.002165419	0.000171989	0.000559348	0.004999168	0.00095106	0.020389736	5.3817e-05	5.0958e-05	0.013043672	0.038994407	0.003043649	0.01811504	0.000128773	0.00020243	0.002864167	0.005736348	0.000191844	0.000623057	0.057087872	0.005297877	0.002406926	0.000790506	0.001780273	0.002142034	0.006599774	0.001524179	0.015204058	5.1105e-05	5.1078e-05	0.001801752	7.3718e-05	0.034747818	0.001686295	5.5224e-05	0.001937198	5.131e-05	0.003775738	0.002854717	0.085011115	5.1285e-05	0.000878917	0.002536066	0.000501109	0.059461625	0.000552679	0.00587361	0.011097818	0.048147642	5.1364e-05	0.00010251	0.004524212	0.000706054	0.075735748	0.000124959	0.003497464	0.01279371	0.004336131	0.000159335	0.024800744	0.011789679	0.000984475	0.005146058	0.00074503	5.1063e-05	0.00016162	0.000689317	0.004181101	0.011295902	0.074910793	0.001402471	0.00206676	0.000604866	0.010697039	0.012013588	0.001938626	0.002713126	0.078775951	0.000102131	0.001920096	0.005603875	0.005130197	0.002661285	0.002661591	0.002532892	0.003420273	0.001947356	0.014617233	0.000102243
wave2a_h_by_b__c0055__sb0008__g100	0.004810635	0.01446386	0.000500722	5.1233e-05	0.005956219	0.024835217	0.015180085	0.017909677	0.001476839	0.000450635	0.03762354	0.000913836	0.002336277	0.000195236	0.000162039	0.00020447	0.000206638	0.020882516	5.1018e-05	5.1154e-05	0.009032757	0.041308201	0.006375982	0.010709072	0.000617289	0.000951083	0.000952169	0.005286561	0.000153935	0.004160364	0.067436309	0.001317075	0.005010322	0.003084685	0.00015347	0.002654022	0.011824572	0.002578728	0.009649845	9.2653e-05	9.1998e-05	0.000933013	5.1282e-05	0.04927637	0.000407093	5.0824e-05	0.00193432	5.1115e-05	0.005654866	0.000602145	0.094076414	0.000501582	0.000732772	0.00260572	0.000206846	0.065854499	0.001022087	0.006367551	0.010881569	0.03589842	5.1197e-05	0.000111846	0.003308921	0.000958668	0.058305467	0.000102155	0.005352389	0.008331032	0.002752497	0.000547936	0.041776897	0.009283776	0.001476724	0.002226034	0.000501128	0.000142511	5.1381e-05	0.000396667	0.009044521	0.018443881	0.081970253	0.00201306	0.001395145	0.001367074	0.014078893	0.007132683	0.002038596	0.003500768	0.067130935	0.000304861	0.001249992	0.008382045	0.010279136	0.002887497	0.00544988	0.001634243	0.001936938	0.000219289	0.013921285	0.001130373
wave2a_h_by_b__c0055__sb0009__g100	0.008217213	0.00423225	5.0999e-05	0.002091009	0.00821235	0.022972842	0.012009736	0.018182317	0.001403757	0.005973947	0.057178191	0.004645145	0.002726218	0.00080609	0.000153291	0.000206019	0.000344489	0.017504039	5.1151e-05	0.000571533	0.006776324	0.046220424	0.003644011	0.020022438	0.000114786	5.104e-05	0.000544093	0.005899996	0.000903171	0.000603166	0.042400125	0.004418244	0.003604383	0.002064386	0.000470475	0.002444948	0.005916677	0.000102414	0.01097326	5.1146e-05	0.000509034	0.00025333	0.00050516	0.036630472	0.000681712	5.1312e-05	5.1037e-05	5.6622e-05	0.003372751	0.000102861	0.09824812	5.1474e-05	0.002138049	0.000458956	5.1163e-05	0.063716055	0.001262221	0.005615409	0.013907956	0.034925029	5.1034e-05	0.000757111	0.005214896	0.00059126	0.06155937	0.000120055	0.009080468	0.008284421	0.000559656	0.000156863	0.034234519	0.007569942	0.003216159	0.001894124	5.1505e-05	5.1317e-05	0.000760376	0.000102805	0.00041839	0.010928002	0.113321468	0.001310499	0.001538742	0.000450588	0.009013802	0.006853273	0.002137885	0.005670018	0.074481998	0.000464198	0.000217043	0.010416888	0.006903417	0.00286249	0.004851001	0.003248331	0.002675265	0.000826999	0.019388513	0.000418493
wave2a_h_by_b__c0055__sb0010__g100	0.006006835	0.006899519	5.0949e-05	5.1201e-05	0.006694164	0.025529657	0.015489277	0.024877333	0.00103615	0.000437533	0.044160741	0.000350635	0.002309044	0.001054203	0.00039002	0.00186324	0.00166072	0.006445025	0.001154201	6.1074e-05	0.005550269	0.045442653	0.001350994	0.022180803	0.002346692	0.001052697	0.000841275	0.00087457	0.000356828	0.000153339	0.048954844	0.003287387	0.000796678	0.004218508	0.000285864	0.002474731	0.00827277	0.000139121	0.006795433	0.000591981	0.000634734	0.00224328	5.1124e-05	0.038780483	0.000487031	0.000427108	0.00025342	5.1356e-05	0.002451163	0.00064623	0.079119575	0.000504071	0.000313439	0.000616194	5.1239e-05	0.072464833	0.00010228	0.009899735	0.011881019	0.044885674	5.1181e-05	0.000102914	0.002646426	0.000715898	0.078716991	0.000106837	0.007499796	0.010390395	0.003225543	0.000645785	0.027712431	0.005385267	0.001715854	0.001874256	0.000472602	7.3261e-05	9.2176e-05	0.000102716	0.000809691	0.013588117	0.09635023	0.000914342	0.000102355	0.000296296	0.021228772	0.011145287	0.003634617	0.008611088	0.080766394	0.001298617	0.001754772	0.007083413	0.009638452	0.002826545	0.007463879	0.000883645	0.00302277	0.000197228	0.018371498	0.000128717
